SequentialCutOff,Length,Size,Time
25600,300000,17,222.134047
51200,300000,17,267.445961
102400,300000,17,219.86437
204800,300000,17,312.392582
409600,300000,17,495.996689
819200,300000,17,489.823073
50,400000,17,302.092489
100,400000,17,293.616537
200,400000,17,312.707023
400,400000,17,286.663812
800,400000,17,306.17511
1600,400000,17,287.625334
3200,400000,17,284.595208
6400,400000,17,304.452674
12800,400000,17,292.370897
25600,400000,17,322.302653
51200,400000,17,338.910256
102400,400000,17,294.114793
204800,400000,17,415.693014
409600,400000,17,658.740756
819200,400000,17,655.129332
50,500000,17,358.727133
100,500000,17,388.295927
200,500000,17,360.623585
400,500000,17,374.490781
800,500000,17,374.829016
1600,500000,17,352.554915
3200,500000,17,368.666129
6400,500000,17,366.153388
12800,500000,17,375.198975
25600,500000,17,397.832773
51200,500000,17,415.263805
102400,500000,17,395.909261
204800,500000,17,448.515402
409600,500000,17,563.079316
819200,500000,17,893.625121
50,600000,17,489.133072
100,600000,17,460.330323
200,600000,17,524.197612
400,600000,17,489.467575
800,600000,17,427.834042
1600,600000,17,444.247568
3200,600000,17,520.163043
6400,600000,17,551.036261
12800,600000,17,621.45459
25600,600000,17,552.134477
51200,600000,17,471.437515
102400,600000,17,542.100308
204800,600000,17,582.021912
409600,600000,17,884.368194
819200,600000,17,1140.774144
50,700000,17,626.30559
100,700000,17,578.075518
200,700000,17,601.628383
400,700000,17,890.335138
800,700000,17,641.837371
1600,700000,17,564.521833
3200,700000,17,609.199263
6400,700000,17,547.508346
12800,700000,17,615.437262
25600,700000,17,600.743839
51200,700000,17,722.204494
102400,700000,17,746.303201
204800,700000,17,656.791119
409600,700000,17,926.100875
819200,700000,17,1412.78512
50,800000,17,657.954649
100,800000,17,606.666461
200,800000,17,645.92559
400,800000,17,621.912258
800,800000,17,754.501567
1600,800000,17,749.693955
3200,800000,17,728.811519
6400,800000,17,813.52952
12800,800000,17,791.87124
25600,800000,17,880.193667
51200,800000,17,809.033551
102400,800000,17,641.912949
204800,800000,17,646.440641
409600,800000,17,856.603946
819200,800000,17,1412.496804
50,900000,17,723.138024
100,900000,17,1324.425839
200,900000,17,742.802345
400,900000,17,797.367921
800,900000,17,728.355718
1600,900000,17,656.050732
3200,900000,17,847.621807
6400,900000,17,653.132109
12800,900000,17,659.059397
25600,900000,17,868.782295
51200,900000,17,683.193093
102400,900000,17,632.445617
204800,900000,17,651.105494
409600,900000,17,854.594126
819200,900000,17,931.915729
50,1000000,17,729.769776
100,1000000,17,786.756651
200,1000000,17,831.530654
400,1000000,17,916.429202
800,1000000,17,725.893829
1600,1000000,17,757.478041
3200,1000000,17,757.5023
6400,1000000,17,750.873348
12800,1000000,17,783.463403
25600,1000000,17,777.385424
51200,1000000,17,869.718159
102400,1000000,17,1069.121371
204800,1000000,17,1430.430291
409600,1000000,17,1140.612258
819200,1000000,17,1259.396886
50,100000,19,82.453921
100,100000,19,90.858027
200,100000,19,90.149364
400,100000,19,96.94067
800,100000,19,98.65984
1600,100000,19,113.914968
3200,100000,19,99.444081
6400,100000,19,128.756282
12800,100000,19,95.523346
25600,100000,19,151.042046
51200,100000,19,205.855815
102400,100000,19,196.228929
204800,100000,19,190.118294
409600,100000,19,209.879187
819200,100000,19,199.516113
50,200000,19,193.748845
100,200000,19,181.758975
200,200000,19,199.782969
400,200000,19,177.379173
800,200000,19,198.403901
1600,200000,19,166.954984
3200,200000,19,174.914018
6400,200000,19,169.550301
12800,200000,19,288.625578
25600,200000,19,205.607154
51200,200000,19,179.488364
102400,200000,19,248.654055
204800,200000,19,384.82073
409600,200000,19,414.3564
819200,200000,19,476.174214
50,300000,19,282.103928
100,300000,19,290.119413
200,300000,19,281.859465
400,300000,19,244.016262
800,300000,19,282.058675
1600,300000,19,329.250713
3200,300000,19,303.674499
6400,300000,19,347.550428
12800,300000,19,262.687336
25600,300000,19,302.952774
51200,300000,19,257.172928
102400,300000,19,242.943238
204800,300000,19,365.856674
409600,300000,19,629.286262
819200,300000,19,549.617071
50,400000,19,403.515132
100,400000,19,375.158387
200,400000,19,334.180555
400,400000,19,446.890472
800,400000,19,340.431617
1600,400000,19,348.051016
3200,400000,19,446.533108
6400,400000,19,435.759486
12800,400000,19,348.865114
25600,400000,19,368.592884
51200,400000,19,404.718784
102400,400000,19,375.424311
204800,400000,19,581.373433
409600,400000,19,750.761847
819200,400000,19,765.410017
50,500000,19,475.899893
100,500000,19,424.959272
200,500000,19,545.501326
400,500000,19,548.40502
800,500000,19,471.840133
1600,500000,19,469.316661
3200,500000,19,735.509985
6400,500000,19,620.462277
12800,500000,19,431.532707
25600,500000,19,573.205392
51200,500000,19,555.946509
102400,500000,19,564.200392
204800,500000,19,392.630475
409600,500000,19,581.863291
819200,500000,19,935.553746
50,600000,19,700.689441
100,600000,19,532.487884
200,600000,19,490.054006
400,600000,19,481.245416
800,600000,19,499.982738
1600,600000,19,489.756825
3200,600000,19,536.279389
6400,600000,19,529.160579
12800,600000,19,745.875391
25600,600000,19,707.836243
51200,600000,19,703.643988
102400,600000,19,776.35159
204800,600000,19,596.897749
409600,600000,19,758.940618
819200,600000,19,1255.432765
50,700000,19,784.480442
100,700000,19,703.349606
200,700000,19,770.15138
400,700000,19,599.598503
800,700000,19,869.278686
1600,700000,19,714.906068
3200,700000,19,668.311659
6400,700000,19,595.814462
12800,700000,19,785.654703
25600,700000,19,723.612953
51200,700000,19,663.707454
102400,700000,19,678.151283
204800,700000,19,651.699389
409600,700000,19,855.251936
819200,700000,19,1259.825629
50,800000,19,798.900944
100,800000,19,734.562925
200,800000,19,650.525595
400,800000,19,675.893269
800,800000,19,825.297788
1600,800000,19,687.754377
3200,800000,19,640.701832
6400,800000,19,716.110654
12800,800000,19,697.195117
25600,800000,19,697.869255
51200,800000,19,641.660555
102400,800000,19,762.028593
204800,800000,19,644.888956
409600,800000,19,926.225906
819200,800000,19,1443.250123
50,900000,19,783.255796
100,900000,19,768.123832
200,900000,19,756.259926
400,900000,19,765.291518
800,900000,19,737.079398
1600,900000,19,749.908093
3200,900000,19,748.671317
6400,900000,19,799.783156
12800,900000,19,748.776753
25600,900000,19,834.537918
51200,900000,19,760.051897
102400,900000,19,797.783133
204800,900000,19,854.824127
409600,900000,19,720.04865
819200,900000,19,1029.326197
50,1000000,19,802.038838
100,1000000,19,904.53637
200,1000000,19,831.95753
400,1000000,19,1111.436751
800,1000000,19,894.697678
1600,1000000,19,1065.306073
3200,1000000,19,1105.98999
6400,1000000,19,920.714298
12800,1000000,19,841.059102
25600,1000000,19,840.142367
51200,1000000,19,798.487597
102400,1000000,19,874.02005
204800,1000000,19,1061.989964
409600,1000000,19,848.363126
819200,1000000,19,1271.695601
50,100000,21,95.728153
100,100000,21,92.52028
200,100000,21,93.060524
400,100000,21,95.437038
800,100000,21,93.245737
1600,100000,21,93.00594
3200,100000,21,93.338577
6400,100000,21,98.608988
12800,100000,21,141.440819
25600,100000,21,116.511685
51200,100000,21,134.438641
102400,100000,21,205.799365
204800,100000,21,204.997397
409600,100000,21,199.555768
819200,100000,21,204.601777
50,200000,21,186.880562
100,200000,21,189.971336
200,200000,21,184.108429
400,200000,21,186.374375
800,200000,21,170.886915
1600,200000,21,175.338562
3200,200000,21,180.477878
6400,200000,21,180.456417
12800,200000,21,171.554055
25600,200000,21,224.646789
51200,200000,21,221.209848
102400,200000,21,242.983359
204800,200000,21,404.626411
409600,200000,21,397.813645
819200,200000,21,418.72314
50,300000,21,352.775119
100,300000,21,289.112171
200,300000,21,289.743855
400,300000,21,292.907409
800,300000,21,279.050944
1600,300000,21,319.489465
3200,300000,21,308.559555
6400,300000,21,301.789243
12800,300000,21,359.356018
25600,300000,21,293.917916
51200,300000,21,360.293747
102400,300000,21,286.08951
204800,300000,21,382.339714
409600,300000,21,650.861498
819200,300000,21,630.396608
50,400000,21,363.025758
100,400000,21,356.229321
200,400000,21,379.015207
400,400000,21,384.202109
800,400000,21,417.16399
1600,400000,21,356.14208
3200,400000,21,372.664308
6400,400000,21,360.927764
12800,400000,21,392.747575
25600,400000,21,394.3907
51200,400000,21,365.52497
102400,400000,21,363.147057
204800,400000,21,512.952326
409600,400000,21,807.936268
819200,400000,21,813.371365
50,500000,21,488.950191
100,500000,21,540.481909
200,500000,21,466.326192
400,500000,21,452.640011
800,500000,21,507.094085
1600,500000,21,462.088216
3200,500000,21,463.339455
6400,500000,21,551.204679
12800,500000,21,473.05918
25600,500000,21,462.728764
51200,500000,21,494.916668
102400,500000,21,466.908891
204800,500000,21,478.049673
409600,500000,21,639.023717
819200,500000,21,1060.461139
50,600000,21,564.069296
100,600000,21,561.384405
200,600000,21,676.035561
400,600000,21,551.283989
800,600000,21,630.567826
1600,600000,21,578.195418
3200,600000,21,654.357688
6400,600000,21,653.1629
12800,600000,21,576.31296
25600,600000,21,605.53932
51200,600000,21,569.842163
102400,600000,21,594.778294
204800,600000,21,805.734704
409600,600000,21,836.902302
819200,600000,21,1517.769268
50,700000,21,700.920841
100,700000,21,828.747324
200,700000,21,604.579197
400,700000,21,642.606215
800,700000,21,626.892486
1600,700000,21,648.223726
3200,700000,21,754.991891
6400,700000,21,686.909954
12800,700000,21,743.964477
25600,700000,21,667.882915
51200,700000,21,774.74532
102400,700000,21,738.802301
204800,700000,21,637.43331
409600,700000,21,1029.032749
819200,700000,21,1480.114543
50,800000,21,940.58296
100,800000,21,964.185743
200,800000,21,833.288546
400,800000,21,821.329
800,800000,21,769.809413
1600,800000,21,757.687513
3200,800000,21,773.715218
6400,800000,21,818.167779
12800,800000,21,710.841176
25600,800000,21,792.535115
51200,800000,21,790.615803
102400,800000,21,843.16736
204800,800000,21,721.252769
409600,800000,21,1025.857065
819200,800000,21,1621.286172
50,900000,21,830.785136
100,900000,21,821.528676
200,900000,21,806.119592
400,900000,21,832.368545
800,900000,21,847.126816
1600,900000,21,842.457298
3200,900000,21,809.31627
6400,900000,21,831.886618
12800,900000,21,809.299474
25600,900000,21,921.782655
51200,900000,21,873.131773
102400,900000,21,822.343707
204800,900000,21,837.750925
409600,900000,21,824.914764
819200,900000,21,1176.363067
50,1000000,21,924.76986
100,1000000,21,940.61655
200,1000000,21,940.197137
400,1000000,21,903.661156
800,1000000,21,877.833481
1600,1000000,21,972.045407
3200,1000000,21,1117.56838
6400,1000000,21,1507.470576
12800,1000000,21,1045.108973
25600,1000000,21,953.113541
51200,1000000,21,1101.605056
102400,1000000,21,1103.620941
204800,1000000,21,1355.41289
409600,1000000,21,939.859369
819200,1000000,21,1255.26388
