SEQUENTIAL_CUTOFF,Length,Length,Time,
50,1000000,3,398.944984
100,1000000,3,158.516353
200,1000000,3,101.598991
400,1000000,3,85.442524
800,1000000,3,107.067678
1600,1000000,3,87.855427
3200,1000000,3,99.08485
6400,1000000,3,103.690454
12800,1000000,3,85.815283
25600,1000000,3,93.141701
51200,1000000,3,103.516438
102400,1000000,3,94.252047
204800,1000000,3,128.184313
409600,1000000,3,85.956176
819200,1000000,3,138.115379
SEQUENTIAL_CUTOFF,Length,Length,Time,
50,1000000,3,343.429085
100,1000000,3,188.693039
200,1000000,3,107.240762
400,1000000,3,110.730421
800,1000000,3,118.737975
1600,1000000,3,99.414689
3200,1000000,3,113.01876
6400,1000000,3,81.92534
12800,1000000,3,107.44697
25600,1000000,3,98.935094
51200,1000000,3,103.181001
102400,1000000,3,93.074987
204800,1000000,3,117.091117
409600,1000000,3,129.56105
819200,1000000,3,147.941941
SEQUENTIAL_CUTOFF,Length,Length,Time,
50,1000000,3,395.205731
100,1000000,3,158.743088
200,1000000,3,282.519608
400,1000000,3,134.219837
800,1000000,3,102.692076
1600,1000000,3,95.37219
3200,1000000,3,91.406202
6400,1000000,3,103.850008
12800,1000000,3,86.835589
25600,1000000,3,103.289237
51200,1000000,3,94.371012
102400,1000000,3,93.757522
204800,1000000,3,114.893752
409600,1000000,3,87.231674
819200,1000000,3,129.322651
SEQUENTIAL_CUTOFF,Length,Length,Time,
500,1000000,3,185.648451
1000,1000000,3,128.251028
2000,1000000,3,235.870147
4000,1000000,3,90.507195
8000,1000000,3,103.951245
16000,1000000,3,96.151765
32000,1000000,3,94.296367
64000,1000000,3,106.285771
128000,1000000,3,85.851672
256000,1000000,3,102.30952
512000,1000000,3,105.933073
1024000,1000000,3,185.431981
2048000,1000000,3,210.313528
4096000,1000000,3,158.417449
8192000,1000000,3,175.821422
SEQUENTIAL_CUTOFF,Length,Length,Time,
500,1000000,3,251.317953
1000,1000000,3,106.980904
2000,1000000,3,107.802467
4000,1000000,3,104.164451
8000,1000000,3,91.000786
16000,1000000,3,115.943449
32000,1000000,3,93.7216
64000,1000000,3,121.036111
128000,1000000,3,109.484314
256000,1000000,3,128.096606
512000,1000000,3,111.516994
1024000,1000000,3,186.316059
2048000,1000000,3,155.77408
4096000,1000000,3,154.101562
8192000,1000000,3,174.269271
SEQUENTIAL_CUTOFF,Length,Length,Time,
500,1000000,15,1074.229429
1000,1000000,15,782.382448
2000,1000000,15,1528.117413
4000,1000000,15,637.773411
8000,1000000,15,640.694368
16000,1000000,15,574.346062
32000,1000000,15,594.583284
64000,1000000,15,673.898378
128000,1000000,15,731.981137
256000,1000000,15,565.585526
512000,1000000,15,922.779168
1024000,1000000,15,1515.005066
2048000,1000000,15,1401.514643
4096000,1000000,15,1468.279561
8192000,1000000,15,1385.57138
SEQUENTIAL_CUTOFF,Length,Length,Time,
500,1000000,15,938.127135
1000,1000000,15,1273.471688
2000,1000000,15,719.348852
4000,1000000,15,664.405386
8000,1000000,15,650.821843
16000,1000000,15,694.456108
32000,1000000,15,788.442698
64000,1000000,15,898.467722
128000,1000000,15,884.084543
256000,1000000,15,942.916552
512000,1000000,15,954.334921
1024000,1000000,15,1786.56584
2048000,1000000,15,1831.565644
4096000,1000000,15,1527.632219
8192000,1000000,15,1274.295583
SEQUENTIAL_CUTOFF,Length,Length,Time,
500,1000000,15,1069.307984
1000,1000000,15,814.332887
2000,1000000,15,742.76409
4000,1000000,15,657.256251
8000,1000000,15,641.311122
16000,1000000,15,632.108314
32000,1000000,15,661.8208
64000,1000000,15,620.843433
128000,1000000,15,719.007817
256000,1000000,15,548.701269
512000,1000000,15,892.678527
1024000,1000000,15,1468.587472
2048000,1000000,15,1639.058707
4096000,1000000,15,1388.343046
8192000,1000000,15,1500.964788
